ID,price,bathrooms,bedrooms,square_feet,latitude,longitude,category,has_photo,state
2343,1310,1.0,1,640,36.137,-86.783,housing/rent/apartment,Thumbnail,TN
2344,1295,1.0,1,640,44.9235,-93.4704,housing/rent/apartment,Thumbnail,MN
2346,1250,1.0,1,640,47.8495,-122.2825,housing/rent/apartment,Thumbnail,WA
2347,1200,1.0,1,640,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
2348,1075,1.0,1,640,40.4448,-79.9725,housing/rent/apartment,Thumbnail,PA
2350,1035,1.0,1,640,39.9539,-74.9955,housing/rent/apartment,Yes,NJ
2351,1015,1.0,1,640,30.4433,-97.6282,housing/rent/apartment,Thumbnail,TX
2352,930,1.0,1,640,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
2353,920,1.0,2,640,40.4969,-86.9659,housing/rent/apartment,Thumbnail,IN
2354,915,1.0,1,640,29.6749,-95.4547,housing/rent/apartment,Thumbnail,TX
2355,909,1.0,1,640,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
2356,885,1.0,3,640,32.9314,-97.0956,housing/rent/apartment,Thumbnail,TX
2357,872,1.0,1,640,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
2358,860,1.0,1,640,32.9012,-96.7916,housing/rent/apartment,Thumbnail,TX
2360,807,1.0,1,640,29.7714,-95.4343,housing/rent/apartment,Thumbnail,TX
2362,735,1.0,1,640,42.5286,-92.4509,housing/rent/apartment,Thumbnail,IA
2364,705,1.0,1,640,43.5329,-96.7265,housing/rent/apartment,Thumbnail,SD
2365,685,1.0,1,640,47.9179,-97.0658,housing/rent/apartment,Thumbnail,ND
2366,590,1.0,1,640,39.953,-83.7803,housing/rent/apartment,Yes,OH
2367,558,1.0,1,640,39.0744,-94.5521,housing/rent/apartment,Thumbnail,MO
2368,525,1.0,1,640,43.4614,-88.8407,housing/rent/apartment,Thumbnail,WI
2369,989,1.0,1,641,35.2016,-80.8124,housing/rent/apartment,Thumbnail,NC
2370,965,1.0,1,641,39.4349,-76.6549,housing/rent/apartment,Yes,MD
2371,720,1.0,1,641,42.0259,-93.6516,housing/rent/apartment,Thumbnail,IA
2372,1922,1.0,1,642,38.9118,-77.0132,housing/rent/apartment,Thumbnail,DC
2373,1595,1.0,1,642,34.431,-118.5222,housing/rent/apartment,Thumbnail,CA
2375,1310,1.0,1,642,31.8666,-102.3901,housing/rent/apartment,Thumbnail,TX
2377,1195,1.0,1,642,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
2379,1115,1.0,1,642,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
2380,985,1.0,1,642,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
2381,811,1.0,1,642,29.4624,-98.5253,housing/rent/apartment,Thumbnail,TX
2382,3450,1.0,3,643,33.9855,-118.4532,housing/rent/apartment,Thumbnail,CA
2383,1455,1.0,1,643,44.9484,-93.1976,housing/rent/apartment,Thumbnail,MN
2384,1395,1.0,1,643,33.8056,-118.1696,housing/rent/apartment,Thumbnail,CA
2385,1261,1.0,1,643,29.7714,-95.4343,housing/rent/apartment,Thumbnail,TX
2386,1114,1.0,1,643,33.9649,-84.5107,housing/rent/apartment,Thumbnail,GA
2387,965,1.0,1,643,29.8966,-95.6028,housing/rent/apartment,Thumbnail,TX
2388,899,1.0,1,643,36.1554,-115.1733,housing/rent/apartment,Thumbnail,NV
2391,560,1.0,1,643,37.1892,-93.2908,housing/rent/apartment,Thumbnail,MO
2392,1681,1.0,1,644,47.8441,-122.1991,housing/rent/apartment,No,WA
2394,1650,1.0,1,644,42.1246,-71.1089,housing/rent/apartment,Thumbnail,MA
2395,1369,1.0,1,644,47.4608,-122.2095,housing/rent/apartment,Thumbnail,WA
2396,1364,1.0,1,644,47.4608,-122.2095,housing/rent/apartment,Thumbnail,WA
2397,1360,1.0,1,644,47.7921,-122.3045,housing/rent/apartment,Yes,WA
2398,1320,1.0,1,644,38.6487,-77.3152,housing/rent/apartment,Thumbnail,VA
2399,1289,1.0,1,644,47.4608,-122.2095,housing/rent/apartment,Thumbnail,WA
2400,1095,1.0,1,644,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
2401,1059,1.0,1,644,30.6505,-97.6809,housing/rent/apartment,Thumbnail,TX
2402,1000,1.0,1,644,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
2403,910,1.0,1,644,32.8212,-96.7853,housing/rent/apartment,Thumbnail,TX
2404,350,1.0,2,644,32.4846,-84.9356,housing/rent/apartment,Thumbnail,GA
2405,1986,1.0,1,645,38.8738,-77.1055,housing/rent/apartment,Thumbnail,VA
2409,885,1.0,1,645,39.7953,-86.1387,housing/rent/apartment,Thumbnail,IN
2410,880,1.0,1,645,39.0269,-94.6516,housing/rent/apartment,Thumbnail,KS
2411,675,1.0,2,645,48.2469,-101.3017,housing/rent/apartment,Thumbnail,ND
2412,625,1.0,1,645,36.0723,-79.8196,housing/rent/apartment,Thumbnail,NC
2414,560,1.0,1,645,42.5326,-90.6985,housing/rent/apartment,Thumbnail,IA
2415,1897,1.0,1,646,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
2416,1445,1.0,0,646,45.5091,-122.6449,housing/rent/apartment,Thumbnail,OR
2417,1020,1.0,1,646,29.553,-98.3049,housing/rent/apartment,Thumbnail,TX
2419,710,1.0,1,646,29.4624,-98.5253,housing/rent/apartment,Thumbnail,TX
2420,3995,1.0,1,647,37.7599,-122.4379,housing/rent/apartment,Thumbnail,CA
2422,1425,1.0,1,647,40.3346,-74.5794,housing/rent/apartment,Yes,NJ
2423,1425,1.0,1,647,40.3346,-74.5794,housing/rent/apartment,Yes,NJ
2425,1080,1.0,1,647,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
2426,905,1.0,1,647,35.5795,-80.8153,housing/rent/apartment,Thumbnail,NC
2427,890,1.0,1,647,39.8679,-75.0911,housing/rent/apartment,Yes,NJ
2428,870,1.0,1,647,39.8679,-75.0911,housing/rent/apartment,Yes,NJ
2429,850,1.0,1,647,38.8562,-104.772,housing/rent/apartment,Thumbnail,CO
2430,825,1.0,1,647,42.0259,-93.6516,housing/rent/apartment,Thumbnail,IA
2431,736,1.0,1,647,33.7866,-84.1802,housing/rent/apartment,Thumbnail,GA
2432,3795,1.0,1,648,37.7599,-122.4379,housing/rent/apartment,Thumbnail,CA
2433,2800,1.0,2,648,37.3695,-122.0241,housing/rent/apartment,Thumbnail,CA
2434,1465,1.0,1,648,33.7848,-84.3922,housing/rent/apartment,Thumbnail,GA
2435,1411,1.5,2,648,38.2722,-76.4664,housing/rent/apartment,Thumbnail,MD
2436,1355,1.0,1,648,40.3034,-74.0707,housing/rent/apartment,Thumbnail,NJ
2438,1239,1.0,1,648,28.2966,-81.6162,housing/rent/apartment,Thumbnail,FL
2439,1200,1.0,1,648,39.7953,-86.1387,housing/rent/apartment,Thumbnail,IN
2440,1155,1.0,1,648,32.9455,-96.7962,housing/rent/apartment,Thumbnail,TX
2441,993,1.0,1,648,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
2442,983,1.0,1,648,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
2443,865,1.0,1,648,29.4624,-98.5253,housing/rent/apartment,Thumbnail,TX
2444,830,1.0,1,648,29.4624,-98.5253,housing/rent/apartment,Thumbnail,TX
2445,800,1.0,1,648,40.0656,-88.252,housing/rent/apartment,Thumbnail,IL
2446,785,1.0,1,648,39.7953,-86.1387,housing/rent/apartment,Thumbnail,IN
2447,765,1.0,1,648,33.9351,-84.5289,housing/rent/apartment,Yes,GA
2449,675,1.0,1,648,31.7894,-95.632,housing/rent/apartment,Thumbnail,TX
2450,550,1.0,1,648,39.7953,-86.1387,housing/rent/apartment,Thumbnail,IN
2451,2440,1.0,1,649,33.955,-118.3967,housing/rent/apartment,Thumbnail,CA
2452,1186,1.0,1,649,38.8154,-104.7779,housing/rent/apartment,Thumbnail,CO
2453,1153,1.0,1,649,38.8154,-104.7779,housing/rent/apartment,Yes,CO
2455,1115,1.0,1,649,35.471,-97.5299,housing/rent/apartment,Thumbnail,OK
2458,975,1.0,1,649,32.8212,-96.7853,housing/rent/apartment,Thumbnail,TX
2460,799,1.0,1,649,43.0042,-88.0184,housing/rent/apartment,Thumbnail,WI
2461,2895,1.0,1,650,33.9932,-118.4609,housing/rent/apartment,Thumbnail,CA
2462,2795,1.0,1,650,33.852,-118.3759,housing/rent/apartment,Thumbnail,CA
2463,2500,1.0,2,650,40.7462,-74.0349,housing/rent/apartment,Yes,NJ
2464,2395,1.0,1,650,34.0372,-118.2972,housing/rent/apartment,Thumbnail,CA
2467,2076,1.0,1,650,47.5126,-122.1934,housing/rent/apartment,Yes,WA
2468,2000,1.0,2,650,33.8056,-118.1696,housing/rent/apartment,Thumbnail,CA
2469,1878,1.0,1,650,37.9913,-122.1643,housing/rent/apartment,Thumbnail,CA
2470,1800,1.0,1,650,37.3108,-121.8645,housing/rent/apartment,Thumbnail,CA
2472,1800,1.0,1,650,39.3191,-76.6126,housing/rent/apartment,Thumbnail,MD
2473,1793,1.0,1,650,47.5126,-122.1934,housing/rent/apartment,Thumbnail,WA
2476,1685,1.0,1,650,44.9855,-93.3023,housing/rent/apartment,Thumbnail,MN
2477,1645,1.0,1,650,33.9296,-117.9939,housing/rent/apartment,Thumbnail,CA
2478,1635,1.0,1,650,47.6829,-122.1209,housing/rent/apartment,Yes,WA
2480,1549,1.0,1,650,38.1172,-122.2313,housing/rent/apartment,Thumbnail,CA
2481,1505,1.0,1,650,34.0372,-118.2972,housing/rent/apartment,Thumbnail,CA
2482,1500,1.0,2,650,43.0724,-89.4003,housing/rent/apartment,Thumbnail,WI
2483,1495,1.0,2,650,33.7834,-118.1506,housing/rent/apartment,Yes,CA
2488,1456,1.0,0,650,39.0017,-77.0353,housing/rent/apartment,Thumbnail,MD
2489,1448,2.0,3,650,32.8525,-97.1399,housing/rent/apartment,Thumbnail,TX
2490,1429,1.0,1,650,47.3851,-122.1882,housing/rent/apartment,Thumbnail,WA
2491,1425,1.0,1,650,40.862,-74.4061,housing/rent/apartment,Thumbnail,NJ
2492,1421,1.0,1,650,47.3866,-122.2109,housing/rent/apartment,No,WA
2494,1421,1.0,1,650,47.3866,-122.2109,housing/rent/apartment,Yes,WA
2495,1421,1.0,1,650,47.3866,-122.2109,housing/rent/apartment,Yes,WA
2496,1391,1.0,1,650,47.8056,-122.3716,housing/rent/apartment,Thumbnail,WA
2497,1375,1.0,1,650,44.9405,-93.1027,housing/rent/apartment,Thumbnail,MN
2498,1325,1.0,1,650,44.9855,-93.3023,housing/rent/apartment,Thumbnail,MN
2500,1250,1.0,1,650,42.6398,-71.3184,housing/rent/apartment,Thumbnail,MA
2501,1246,1.0,2,650,38.7999,-77.1072,housing/rent/apartment,Thumbnail,VA
2502,1229,1.0,1,650,45.5091,-122.6449,housing/rent/apartment,Thumbnail,OR
2503,1229,1.0,1,650,45.5091,-122.6449,housing/rent/apartment,Thumbnail,OR
2504,1195,1.0,1,650,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
2505,1194,1.0,1,650,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
2506,1185,1.0,1,650,29.7714,-95.4343,housing/rent/apartment,Thumbnail,TX
2507,1175,1.0,1,650,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
2508,1169,1.0,1,650,44.9855,-93.3023,housing/rent/apartment,Thumbnail,MN
2509,1150,1.0,1,650,27.7873,-82.6772,housing/rent/apartment,Thumbnail,FL
2510,1150,1.0,1,650,39.5197,-119.8342,housing/rent/apartment,Thumbnail,NV
2512,1138,1.0,1,650,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
2513,1129,1.0,1,650,45.0684,-93.3317,housing/rent/apartment,Thumbnail,MN
2515,1100,1.0,1,650,33.5178,-112.0848,housing/rent/apartment,Thumbnail,AZ
2519,1075,1.0,1,650,39.9539,-74.9955,housing/rent/apartment,Yes,NJ
2521,1060,1.0,1,650,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
2522,1055,1.0,2,650,39.1679,-84.4933,housing/rent/apartment,Thumbnail,OH
2525,1015,1.0,1,650,44.9855,-93.3023,housing/rent/apartment,Thumbnail,MN
2526,1009,1.0,1,650,44.937,-93.4394,housing/rent/apartment,Thumbnail,MN
2527,999,1.0,1,650,33.8737,-84.5097,housing/rent/apartment,Yes,GA
2528,995,1.0,1,650,39.0744,-94.5521,housing/rent/apartment,Thumbnail,MO
2529,995,1.0,1,650,41.9291,-71.0459,housing/rent/apartment,Yes,MA
2530,990,1.0,1,650,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
2531,985,1.0,1,650,29.4624,-98.5253,housing/rent/apartment,Thumbnail,TX
2533,975,1.0,1,650,29.4624,-98.5253,housing/rent/apartment,Thumbnail,TX
2534,975,1.0,1,650,33.5944,-112.1837,housing/rent/apartment,Thumbnail,AZ
2536,975,1.0,1,650,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
2537,970,1.0,1,650,43.6046,-116.2475,housing/rent/apartment,Thumbnail,ID
2538,960,1.0,1,650,27.7873,-82.6772,housing/rent/apartment,Thumbnail,FL
2539,950,1.0,2,650,39.0744,-94.5521,housing/rent/apartment,Thumbnail,MO
2540,950,1.0,1,650,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
2542,925,1.0,1,650,43.0724,-89.4003,housing/rent/apartment,Thumbnail,WI
2544,920,1.0,1,650,43.0724,-89.4003,housing/rent/apartment,Thumbnail,WI
2545,906,1.0,1,650,29.5035,-95.0922,housing/rent/apartment,Thumbnail,TX
2546,905,1.0,1,650,32.7583,-97.088,housing/rent/apartment,Yes,TX
2547,900,1.0,1,650,35.2016,-80.8124,housing/rent/apartment,Thumbnail,NC
2548,900,1.0,1,650,39.5197,-119.8342,housing/rent/apartment,Thumbnail,NV
2549,899,1.0,1,650,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
2550,895,1.0,1,650,39.842,-75.0295,housing/rent/apartment,Thumbnail,NJ
2551,890,1.0,2,650,40.4969,-86.9659,housing/rent/apartment,Thumbnail,IN
2552,890,1.0,1,650,61.1723,-149.8414,housing/rent/apartment,Thumbnail,AK
2553,880,1.0,1,650,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
2554,870,1.0,1,650,30.4973,-97.8276,housing/rent/apartment,Thumbnail,TX
2556,850,1.0,1,650,41.2562,-96.0404,housing/rent/apartment,Thumbnail,NE
2557,850,1.0,1,650,30.8655,-83.2658,housing/rent/apartment,Thumbnail,GA
2558,850,1.0,1,650,39.1679,-84.4933,housing/rent/apartment,Thumbnail,OH
2559,850,1.0,1,650,39.1679,-84.4933,housing/rent/apartment,Thumbnail,OH
2560,849,1.0,1,650,41.2532,-95.9562,housing/rent/apartment,Thumbnail,NE
2561,835,1.0,1,650,40.6493,-111.8828,housing/rent/apartment,Thumbnail,UT
2562,835,1.0,0,650,41.8625,-87.6825,housing/rent/apartment,Thumbnail,IL
2563,830,1.0,1,650,30.4973,-97.8276,housing/rent/apartment,Thumbnail,TX
2564,825,1.0,1,650,40.7282,-111.8726,housing/rent/apartment,Thumbnail,UT
2565,820,1.0,1,650,35.7863,-78.4845,housing/rent/apartment,Thumbnail,NC
2566,800,1.0,1,650,37.0867,-76.4941,housing/rent/apartment,Thumbnail,VA
2567,795,1.0,2,650,37.6836,-97.3369,housing/rent/apartment,Thumbnail,KS
2568,795,1.0,1,650,40.7208,-89.6155,housing/rent/apartment,Thumbnail,IL
2569,795,1.0,1,650,35.2016,-80.8124,housing/rent/apartment,Thumbnail,NC
2570,785,1.0,1,650,40.4261,-79.7631,housing/rent/apartment,Yes,PA
2571,705,1.0,1,650,41.6721,-83.6046,housing/rent/apartment,Thumbnail,OH
2572,690,1.0,1,650,29.7714,-95.4343,housing/rent/apartment,Thumbnail,TX
2573,675,1.0,1,650,42.5965,-82.8821,housing/rent/apartment,Thumbnail,MI
2574,675,1.0,1,650,41.5927,-93.6276,housing/rent/apartment,Thumbnail,IA
2576,650,1.0,1,650,40.7901,-86.4084,housing/rent/apartment,Thumbnail,IN
2577,650,1.0,1,650,47.4394,-117.6274,housing/rent/apartment,Thumbnail,WA
2578,645,1.0,1,650,41.2562,-96.0404,housing/rent/apartment,Thumbnail,NE
2579,640,1.0,1,650,41.5927,-93.6276,housing/rent/apartment,Thumbnail,IA
2580,635,1.0,1,650,38.9571,-95.2657,housing/rent/apartment,Thumbnail,KS
2581,630,1.0,1,650,41.554,-81.4796,housing/rent/apartment,Thumbnail,OH
2582,627,1.0,1,650,41.3711,-82.1168,housing/rent/apartment,Thumbnail,OH
2583,625,1.0,1,650,41.2562,-96.0404,housing/rent/apartment,Thumbnail,NE
2584,625,1.0,1,650,38.6274,-90.304,housing/rent/apartment,Thumbnail,MO
2585,620,1.0,1,650,40.3613,-86.9005,housing/rent/apartment,Thumbnail,IN
2586,620,1.0,1,650,39.8054,-84.0178,housing/rent/apartment,No,OH
2588,585,1.0,1,650,36.116,-95.9281,housing/rent/apartment,Thumbnail,OK
2590,550,1.0,1,650,43.5329,-96.7265,housing/rent/apartment,Thumbnail,SD
2591,535,1.0,1,650,42.0353,-84.7649,housing/rent/apartment,Thumbnail,MI
2592,1912,1.0,1,651,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
2594,1410,1.0,1,651,38.7999,-77.1072,housing/rent/apartment,Thumbnail,VA
2595,1295,1.0,1,651,47.4457,-122.1407,housing/rent/apartment,Thumbnail,WA
2596,1293,1.0,1,651,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
2597,1125,1.0,1,651,39.1471,-86.5136,housing/rent/apartment,Thumbnail,IN
2598,1120,1.0,1,651,33.9222,-84.0725,housing/rent/apartment,Yes,GA
2599,1043,1.0,1,651,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
2600,1034,1.0,1,651,33.9569,-84.0214,housing/rent/apartment,Thumbnail,GA
2601,1033,1.0,1,651,32.8212,-96.7853,housing/rent/apartment,Thumbnail,TX
2602,790,1.0,1,651,38.8503,-104.7586,housing/rent/apartment,Thumbnail,CO
2604,714,1.0,1,651,29.7714,-95.4343,housing/rent/apartment,Thumbnail,TX
2605,709,1.0,2,651,40.1495,-84.2436,housing/rent/apartment,No,OH
2606,2318,1.0,2,652,34.1594,-118.2498,housing/rent/apartment,Thumbnail,CA
2607,1780,1.0,1,652,36.137,-86.783,housing/rent/apartment,Thumbnail,TN
2608,1332,1.0,1,652,39.736,-104.9819,housing/rent/apartment,Thumbnail,CO
2609,1245,1.0,1,652,43.0531,-87.9659,housing/rent/apartment,Thumbnail,WI
2611,1212,1.0,1,652,30.3642,-97.8789,housing/rent/apartment,Thumbnail,TX
2613,1103,1.0,1,652,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
2614,983,1.0,1,652,29.4624,-98.5253,housing/rent/apartment,Thumbnail,TX
2617,809,1.0,1,652,32.8212,-96.7853,housing/rent/apartment,Thumbnail,TX
2618,809,1.0,1,652,32.8239,-96.681,housing/rent/apartment,Thumbnail,TX
2619,774,1.0,1,652,32.8239,-96.681,housing/rent/apartment,Thumbnail,TX
2622,630,1.0,1,652,40.1171,-88.1889,housing/rent/apartment,Thumbnail,IL
2623,590,1.0,1,652,37.0488,-93.2933,housing/rent/apartment,Thumbnail,MO
2624,1403,1.0,1,653,33.7848,-84.3922,housing/rent/apartment,Thumbnail,GA
2625,1240,1.0,1,653,29.4624,-98.5253,housing/rent/apartment,Thumbnail,TX
2627,979,1.0,1,653,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
2629,809,1.0,1,653,30.0021,-95.2555,housing/rent/apartment,Thumbnail,TX
2630,1665,1.0,1,654,39.0521,-77.119,housing/rent/apartment,Thumbnail,MD
2631,1125,1.0,1,654,30.6505,-97.6809,housing/rent/apartment,Thumbnail,TX
2632,1050,1.0,2,654,40.4327,-79.9457,housing/rent/apartment,Yes,PA
2633,1025,1.0,1,654,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
2634,1025,1.0,1,654,29.8831,-97.945,housing/rent/apartment,Thumbnail,TX
2635,1025,1.0,1,654,30.4973,-97.8276,housing/rent/apartment,Thumbnail,TX
2636,985,1.0,1,654,29.7714,-95.4343,housing/rent/apartment,Thumbnail,TX
2637,900,1.0,1,654,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
2638,865,1.0,1,654,37.1892,-93.2908,housing/rent/apartment,Thumbnail,MO
2640,585,1.0,1,654,36.0572,-90.5015,housing/rent/apartment,Thumbnail,AR
2641,1700,1.0,1,655,33.7848,-84.3922,housing/rent/apartment,Thumbnail,GA
2642,1130,1.0,1,655,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
2643,1089,1.0,1,655,34.0648,-84.0849,housing/rent/apartment,Thumbnail,GA
2644,1050,1.0,3,655,40.4261,-79.7631,housing/rent/apartment,Yes,PA
2645,1000,1.0,0,655,34.063,-118.4363,housing/rent/apartment,Thumbnail,CA
2646,955,1.0,1,655,29.4624,-98.5253,housing/rent/apartment,Thumbnail,TX
2647,875,1.0,1,655,41.2573,-95.9471,housing/rent/apartment,Thumbnail,NE
2648,700,1.0,2,655,40.4261,-79.7631,housing/rent/apartment,Yes,PA
2650,1814,1.0,1,656,39.0521,-77.119,housing/rent/apartment,Thumbnail,MD
2653,815,1.0,1,656,35.1038,-106.611,housing/rent/apartment,Thumbnail,NM
2654,646,1.0,1,656,43.609,-116.3988,housing/rent/apartment,Thumbnail,ID
2655,425,1.0,1,656,36.3317,-82.3837,housing/rent/apartment,Thumbnail,TN
2656,2125,1.0,1,657,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
2657,1525,1.0,1,657,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
2658,1299,1.0,1,657,43.0531,-87.9659,housing/rent/apartment,Thumbnail,WI
2659,1188,1.0,1,657,35.774,-78.6328,housing/rent/apartment,Thumbnail,NC
2660,1090,1.0,1,657,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
2661,1068,1.0,1,657,35.9907,-78.9074,housing/rent/apartment,Thumbnail,NC
2662,1030,1.0,1,657,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
2663,965,1.0,1,657,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
2664,862,1.0,1,657,33.7289,-84.1257,housing/rent/apartment,Yes,GA
2666,1695,1.0,1,658,47.7974,-122.2037,housing/rent/apartment,Thumbnail,WA
2667,1653,1.0,1,658,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
2668,1575,1.0,3,658,42.8719,-71.3599,housing/rent/apartment,Thumbnail,NH
2669,1125,1.0,1,658,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
2670,1081,1.0,1,658,32.8436,-96.7006,housing/rent/apartment,Thumbnail,TX
2671,889,1.0,1,658,42.5784,-83.032,housing/rent/apartment,Thumbnail,MI
2672,1920,1.0,1,659,42.1666,-70.9511,housing/rent/apartment,Thumbnail,MA
2673,1770,1.0,1,659,42.1666,-70.9511,housing/rent/apartment,Thumbnail,MA
2675,1515,1.0,1,659,40.8625,-74.0748,housing/rent/apartment,Yes,NJ
2676,1495,1.0,1,659,41.3708,-72.9259,housing/rent/apartment,Thumbnail,CT
2677,1475,1.0,1,659,40.8625,-74.0748,housing/rent/apartment,Thumbnail,NJ
2678,1395,1.0,1,659,33.7815,-118.1934,housing/rent/apartment,Yes,CA
2680,1265,1.0,1,659,36.1036,-80.2159,housing/rent/apartment,Thumbnail,NC
2682,1010,1.0,1,659,39.1627,-76.6354,housing/rent/apartment,Yes,MD
2683,695,1.0,1,659,29.4624,-98.5253,housing/rent/apartment,Thumbnail,TX
2684,555,1.0,1,659,29.7714,-95.4343,housing/rent/apartment,Thumbnail,TX
2687,1905,1.0,1,660,32.8212,-96.7853,housing/rent/apartment,Thumbnail,TX
2688,1560,1.0,1,660,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
2691,1500,1.0,2,660,44.9,-93.3233,housing/rent/apartment,Thumbnail,MN
2694,1450,1.0,1,660,44.9855,-93.3023,housing/rent/apartment,Thumbnail,MN
2695,1395,1.0,1,660,40.0213,-105.2552,housing/rent/apartment,Thumbnail,CO
2696,1345,1.0,1,660,39.736,-104.9819,housing/rent/apartment,Thumbnail,CO
2697,1309,1.0,1,660,29.7714,-95.4343,housing/rent/apartment,Thumbnail,TX
2700,1180,1.0,2,660,40.1145,-88.2723,housing/rent/apartment,Thumbnail,IL
2701,1165,1.0,1,660,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
2703,1067,1.0,1,660,27.4549,-82.6381,housing/rent/apartment,Thumbnail,FL
2704,1035,1.0,1,660,30.5104,-97.9027,housing/rent/apartment,Thumbnail,TX
2705,999,1.0,1,660,44.9142,-93.0954,housing/rent/apartment,Thumbnail,MN
2706,982,1.0,1,660,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
2707,955,1.0,2,660,39.0099,-94.6843,housing/rent/apartment,Thumbnail,KS
2709,905,1.0,1,660,29.7714,-95.4343,housing/rent/apartment,Thumbnail,TX
2710,900,1.0,2,660,39.3191,-76.6126,housing/rent/apartment,Thumbnail,MD
2711,900,1.0,1,660,29.7714,-95.4343,housing/rent/apartment,Thumbnail,TX
2712,895,1.0,1,660,46.8608,-96.8096,housing/rent/apartment,Thumbnail,ND
2713,890,1.0,1,660,30.3054,-97.7497,housing/rent/apartment,Thumbnail,TX
2714,885,1.0,1,660,30.1051,-98.4216,housing/rent/apartment,Thumbnail,TX
2715,855,1.0,1,660,41.5672,-90.462,housing/rent/apartment,Thumbnail,IA
2717,806,1.0,1,660,41.2562,-96.0404,housing/rent/apartment,Thumbnail,NE
2718,793,1.0,1,660,39.7953,-86.1387,housing/rent/apartment,Thumbnail,IN
2720,760,1.0,1,660,43.5329,-96.7265,housing/rent/apartment,Thumbnail,SD
2721,745,1.0,1,660,36.0909,-79.9272,housing/rent/apartment,Thumbnail,NC
2722,740,1.0,1,660,43.5329,-96.7265,housing/rent/apartment,Thumbnail,SD
2723,730,1.0,1,660,43.0531,-87.9659,housing/rent/apartment,Thumbnail,WI
2724,678,1.0,1,660,32.8212,-96.7853,housing/rent/apartment,Thumbnail,TX
2726,650,1.0,1,660,32.5548,-94.7807,housing/rent/apartment,Yes,TX
2727,629,1.0,1,660,41.6023,-83.6297,housing/rent/apartment,Thumbnail,OH
2728,615,1.0,1,660,35.1211,-89.9517,housing/rent/apartment,Thumbnail,TN
2729,600,1.0,1,660,32.4418,-99.7494,housing/rent/apartment,Thumbnail,TX
2731,2990,1.0,1,661,42.3882,-83.1122,housing/rent/apartment,Thumbnail,MI
2732,2885,1.0,1,661,34.1474,-118.1391,housing/rent/apartment,Yes,CA
2734,1332,1.0,1,661,47.7921,-122.3045,housing/rent/apartment,Thumbnail,WA
2735,1320,1.0,2,661,43.0637,-88.1403,housing/rent/apartment,Thumbnail,WI
2736,1048,1.0,1,661,29.7714,-95.4343,housing/rent/apartment,Thumbnail,TX
2737,1037,1.0,1,661,30.0871,-95.4685,housing/rent/apartment,Thumbnail,TX
2738,930,1.0,1,661,29.7898,-95.7613,housing/rent/apartment,Thumbnail,TX
2739,862,1.0,1,661,32.3475,-97.3863,housing/rent/apartment,Yes,TX
2740,655,1.0,1,661,38.6274,-90.304,housing/rent/apartment,Thumbnail,MO
2741,2996,1.0,3,662,40.722,-74.0644,housing/rent/apartment,Yes,NJ
2742,2750,1.0,1,662,34.1056,-118.3668,housing/rent/apartment,Thumbnail,CA
2744,855,1.0,1,662,29.4624,-98.5253,housing/rent/apartment,Thumbnail,TX
